type,dataset,country,id,label
organization,MC1,,900338,900338
organization,MC1,,665912557,665912557
organization,MC1,,1341798,1341798
organization,MC1,,23299,23299
person,MC1,Country_271835,Danielle Perry,Danielle Perry
person,MC1,Country_271835,Paula King,Paula King
person,MC1,Country_271835,Laurie Mclaughlin,Laurie Mclaughlin
person,MC1,Country_271835,Melinda Williams,Melinda Williams
organization,MC1,,614,614
organization,MC1,,802775,802775
organization,MC1,,5688339,5688339
event,MC1,,morningâs,morningâs
person,MC1,Country_271835,Anna Thomas MD,Anna Thomas MD
person,MC1,Oceanus,Michele Black,Michele Black
organization,MC1,,3857345,3857345
person,MC1,Country_271835,Ms. Brittany Murray,Ms. Brittany Murray
person,MC1,Oceanus,Matthew White,Matthew White
unknown,MC1,,Â£800,Â£800
person,MC1,Country_699698,Tonya Key,Tonya Key
person,MC1,Country_271835,Sara Waller,Sara Waller
organization,MC1,,99233,99233
person,MC1,Country_271835,Daniel Middleton,Daniel Middleton
location,MC1,,813be272-d3de-43c9-90be-ab14231fcf17,813be272-d3de-43c9-90be-ab14231fcf17
event,MC1,,âSay,âSay
person,MC1,Country_271835,Stacey Ortiz,Stacey Ortiz
person,MC1,Oceanus,Scott Simpson,Scott Simpson
person,MC1,Country_271835,Loretta Harrington,Loretta Harrington
organization,MC1,,203,203
organization,MC1,,99661834,99661834
organization,MC1,,9838,9838
organization,MC1,,848165,848165
organization,MC1,,612,612
organization,MC1,,379284134,379284134
organization,MC1,,55394387,55394387
vessel,MC1,,Boston,Boston
person,MC1,Oceanus,Matthew Pennington,Matthew Pennington
vessel,MC1,,vesselâs,vesselâs
vessel,MC1,,waterâs,waterâs
location,MC1,,950ce1a6-a178-4e3e-9316-91ab7ca88664,950ce1a6-a178-4e3e-9316-91ab7ca88664
person,MC1,Country_271835,Hannah Brown,Hannah Brown
person,MC1,Country_271835,Bobby Walker,Bobby Walker
political_organization,MC1,,221942,221942
location,MC1,,0d1c7ce3-7243-47c0-9280-a3262b52dc0f,0d1c7ce3-7243-47c0-9280-a3262b52dc0f
location,MC1,,634ac4e7-12af-494f-95f5-cd853363525f,634ac4e7-12af-494f-95f5-cd853363525f
organization,MC1,,945632766,945632766
vessel,MC1,,HMS Montrose,HMS Montrose
organization,MC1,,80737369,80737369
vessel,MC1,,Montrose,Montrose
organization,MC1,,112156579,112156579
organization,MC1,,64338295,64338295
organization,MC1,,81,81
organization,MC1,,73921,73921
company,MC1,Country_271835,Khundu Ltd. Liability Co,Khundu Ltd. Liability Co
organization,MC1,,327277616,327277616
organization,MC1,,637608,637608
person,MC1,Country_271835,Benjamin Barton,Benjamin Barton
organization,MC1,,5337,5337
organization,MC1,,6980,6980
location,MC1,,f85f009e-0fa0-403a-845e-64198883bf34,f85f009e-0fa0-403a-845e-64198883bf34
location,MC1,,4562fe84-0188-47fd-8e27-67380da0079c,4562fe84-0188-47fd-8e27-67380da0079c
person,MC1,Country_271835,Stephanie Brown,Stephanie Brown
organization,MC1,,33118036,33118036
organization,MC1,,88813246,88813246
organization,MC1,,5383294,5383294
organization,MC1,,9238420,9238420
political_organization,MC1,,70109,70109
vessel,MC1,,underwater,underwater
unknown,MC1,,waterâ,waterâ
person,MC1,Country_271835,Mrs. Katrina Williams,Mrs. Katrina Williams
organization,MC1,,73166320,73166320
location,MC1,,dbb07e32-a8f4-47d0-ae61-c2e9774e9284,dbb07e32-a8f4-47d0-ae61-c2e9774e9284
organization,MC1,,13249468,13249468
vessel,MC1,,Aine,Aine
person,MC1,Country_271835,Anthony Gomez,Anthony Gomez
person,MC1,Country_271835,Debbie Kelley,Debbie Kelley
organization,MC1,,77,77
person,MC1,Country_271835,Eric Hanson,Eric Hanson
person,MC1,Oceanus,Joshua Haynes,Joshua Haynes
organization,MC1,,682313,682313
political_organization,MC1,,300,300
person,MC1,Country_271835,Krystal Foster,Krystal Foster
person,MC1,Country_271835,Roger Smith,Roger Smith
political_organization,MC1,,37992687,37992687
unknown,MC1,,nationalfisherman,nationalfisherman
unknown,MC1,,intrafish,intrafish
organization,MC1,,303934,303934
unknown,MC1,,choicesmagazine,choicesmagazine
organization,MC1,,58877070,58877070
unknown,MC1,,usa,usa
unknown,MC1,,oceana,oceana
person,MC1,Country_271835,Blake Smith,Blake Smith
organization,MC1,,42990314,42990314
organization,MC1,,1338687,1338687
organization,MC1,,507684,507684
unknown,MC1,,ams.usda,ams.usda
organization,MC1,,1765605,1765605
unknown,MC1,,âinitiallyâ,âinitiallyâ
unknown,MC1,,SIMPComplianceGuide,SIMPComplianceGuide
vessel,MC1,,Cutters,Cutters
unknown,MC1,,âpoachedâ,âpoachedâ
person,MC1,Country_271835,Stacy Castillo,Stacy Castillo
organization,MC1,,34757443,34757443
person,MC1,Country_271835,Matthew Mack,Matthew Mack
person,MC1,Country_271835,David Wilson,David Wilson
location,MC1,,f205ff1a-8798-48b7-b535-ad87b9756220,f205ff1a-8798-48b7-b535-ad87b9756220
location,MC1,,1a2ebb93-1c85-4f40-abb1-cff639788678,1a2ebb93-1c85-4f40-abb1-cff639788678
unknown,MC1,,âAccept Allâ,âAccept Allâ
unknown,MC1,,krxd,krxd
person,MC1,Country_271835,Zachary Blackburn,Zachary Blackburn
vessel,MC1,,operated vehicle,operated vehicle
person,MC1,Country_271835,James Berry,James Berry
person,MC1,Country_271835,Robert Goodman,Robert Goodman
vessel,MC1,,Snow Crab,Snow Crab
person,MC1,Country_271835,Mary Durham,Mary Durham
person,MC1,Country_271835,Anna Kelly,Anna Kelly
person,MC1,Country_271835,Clifford Sherman,Clifford Sherman
person,MC1,Country_271835,Carol Wade,Carol Wade
organization,MC1,,1576352,1576352
political_organization,MC1,,59600,59600
movement,MC1,,Greenwich,Greenwich
vessel,MC1,,HMS Medway,HMS Medway
location,MC1,,1dfb2440-85dc-4f0c-914f-e18498e6cd1b,1dfb2440-85dc-4f0c-914f-e18498e6cd1b
person,MC1,Country_271835,Makayla Anderson,Makayla Anderson
location,MC1,,92a375a3-0c31-494e-9a56-eeabe3750d90,92a375a3-0c31-494e-9a56-eeabe3750d90
person,MC1,Country_271835,Kevin Moreno,Kevin Moreno
organization,MC1,,34285153,34285153
vessel,MC1,,Talleyâs,Talleyâs
person,MC1,Country_271835,Brittany Ryan,Brittany Ryan
person,MC1,Islavaria,Dana Knapp,Dana Knapp
person,MC1,Country_271835,Jeanette Kim,Jeanette Kim
organization,MC1,,95743666,95743666
organization,MC1,,86117,86117
organization,MC1,,94361818,94361818
organization,MC1,,40974,40974
company,MC1,Country_322527,Diao yu bi sai Tidal BV Export,Diao yu bi sai Tidal BV Export
person,MC1,Oceanus,Patricia Flores,Patricia Flores
organization,MC1,,74505,74505
person,MC1,Country_271835,Joshua Roberts,Joshua Roberts
person,MC1,Country_271835,Denise Moore,Denise Moore
unknown,MC1,,âseamountâ,âseamountâ
person,MC1,Country_271835,Lisa Castaneda,Lisa Castaneda
person,MC1,Country_271835,Christina Abbott,Christina Abbott
organization,MC1,,4657860,4657860
political_organization,MC1,,519443204,519443204
organization,MC1,,3394552,3394552
organization,MC1,,618,618
person,MC1,Country_256617,Brittany Kane,Brittany Kane
unknown,MC1,,Marsâ,Marsâ
location,MC1,,bd16ff21-2da0-4ad7-8aec-d04a28b61277,bd16ff21-2da0-4ad7-8aec-d04a28b61277
event,MC1,,past yearâs,past yearâs
vessel,MC1,,whales,whales
person,MC1,Country_271835,Michelle Campbell,Michelle Campbell
organization,MC1,,39995740,39995740
person,MC1,Country_271835,Lauren Garner,Lauren Garner
person,MC1,Rio Solovia,Zachary Mclean,Zachary Mclean
person,MC1,Rio Solovia,Anthony Mendez,Anthony Mendez
organization,MC1,,806,806
event,MC1,,Hubble,Hubble
event,MC1,,event,event
unknown,MC1,,Launch Loversâ,Launch Loversâ
location,MC1,,cd2685a2-fce5-49ee-8ca7-b9faa081d190,cd2685a2-fce5-49ee-8ca7-b9faa081d190
unknown,MC1,,LC,LC
vessel,MC1,,Spaceflight,Spaceflight
organization,MC1,,93,93
location,MC1,,e95a9547-3611-4e86-adbe-9aa55dbff21f,e95a9547-3611-4e86-adbe-9aa55dbff21f
organization,MC1,,6107715,6107715
organization,MC1,,2610,2610
vessel,MC1,,HawkEye,HawkEye
person,MC1,Country_271835,Jordan Mcbride,Jordan Mcbride
organization,MC1,,7575,7575
location,MC1,,d5cbeea1-73ac-4d86-adeb-b609629b12bf,d5cbeea1-73ac-4d86-adeb-b609629b12bf
location,MC1,,416dab02-bf67-48af-a99b-c691339dc5e0,416dab02-bf67-48af-a99b-c691339dc5e0
location,MC1,,25a765f4-b6d0-4588-9a7a-0798de847cfd,25a765f4-b6d0-4588-9a7a-0798de847cfd
location,MC1,,0a715a76-de97-4cc3-80a3-4dcbfa740079,0a715a76-de97-4cc3-80a3-4dcbfa740079
company,MC1,Country_271835,Madhya Pradesh Market Pic Transportation,Madhya Pradesh Market Pic Transportation
vessel,MC1,,Manned,Manned
vessel,MC1,,Aerial,Aerial
organization,MC1,,34731154,34731154
organization,MC1,,970786,970786
person,MC1,Uzilandor,Christian Ashley,Christian Ashley
organization,MC1,,8967466,8967466
person,MC1,Orvietea,Benjamin Snyder,Benjamin Snyder
location,MC1,,b3de0895-285e-4ea8-99bb-ffdc763f7038,b3de0895-285e-4ea8-99bb-ffdc763f7038
location,MC1,,a8330af0-375f-4fcb-9171-9628b26b1808,a8330af0-375f-4fcb-9171-9628b26b1808
organization,MC1,,3308429,3308429
person,MC1,Country_271835,Adam Cook,Adam Cook
person,MC1,Country_712875,Wendy Miller,Wendy Miller
vessel,MC1,,Abrams MIA2,Abrams MIA2
location,MC1,,abb62f7c-234a-46d7-b3bb-8f7b4771618c,abb62f7c-234a-46d7-b3bb-8f7b4771618c
event,MC1,,Tank,Tank
person,MC1,Uzilandor,Kelly James,Kelly James
vessel,MC1,,MBTs,MBTs
organization,MC1,,418382,418382
organization,MC1,,16927047,16927047
organization,MC1,,6471708,6471708
organization,MC1,,520673,520673
organization,MC1,,1252007,1252007
location,MC1,,6c348030-e9d4-4ddc-8ec8-30ac227c6a14,6c348030-e9d4-4ddc-8ec8-30ac227c6a14
organization,MC1,,565431,565431
person,MC1,Quandarix,Lisa Rocha,Lisa Rocha
person,MC1,Country_996415,Danielle Sosa,Danielle Sosa
person,MC1,Country_271835,James Carr,James Carr
person,MC1,Country_271835,Daniel Burton,Daniel Burton
person,MC1,Country_271835,Jerry Miller,Jerry Miller
organization,MC1,,15758645,15758645
person,MC1,Country_271835,Dakota Flores,Dakota Flores
organization,MC1,,204,204
unknown,MC1,,US Special Operations SOF,US Special Operations SOF
organization,MC1,,7490484,7490484
person,MC1,Country_271835,Kari Padilla,Kari Padilla
person,MC1,Country_198078,Angela Navarro,Angela Navarro
event,MC1,,âaccelerate,âaccelerate
political_organization,MC1,,327979,327979
political_organization,MC1,,414,414
political_organization,MC1,,28422,28422
political_organization,MC1,,428949,428949
political_organization,MC1,,838200939,838200939
unknown,MC1,,âbossesâ,âbossesâ
person,MC1,Country_271835,Levi Jones,Levi Jones
person,MC1,Country_271835,Adriana Rhodes,Adriana Rhodes
person,MC1,Uzilandor,Kevin Moore,Kevin Moore
person,MC1,Country_271835,Debra Davis,Debra Davis
person,MC1,Country_271835,Jennifer Washington,Jennifer Washington
person,MC1,Country_271835,Peter Bush,Peter Bush
organization,MC1,,61,61
organization,MC1,,908,908
organization,MC1,,2278,2278
organization,MC1,,3731,3731
person,MC1,Uzilandor,Sabrina Merritt,Sabrina Merritt
person,MC1,Country_57382,Justin Fowler,Justin Fowler
organization,MC1,,120,120
organization,MC1,,2422788,2422788
unknown,MC1,,MCDP,MCDP
location,MC1,,c97073d1-61a4-4a06-a189-8b4642a699e1,c97073d1-61a4-4a06-a189-8b4642a699e1
political_organization,MC1,,66,66
location,MC1,,65872b93-db53-4445-a72e-8f84b3d7edfc,65872b93-db53-4445-a72e-8f84b3d7edfc
event,MC1,,todayâs,todayâs
organization,MC1,,268393514,268393514
organization,MC1,,55242,55242
organization,MC1,,637,637
person,MC1,Country_271835,Maria Horton,Maria Horton
person,MC1,Country_271835,Maurice Figueroa,Maurice Figueroa
vessel,MC1,,Ships,Ships
organization,MC1,,9697,9697
organization,MC1,,620019,620019
organization,MC1,,45361487,45361487
organization,MC1,,408603,408603
vessel,MC1,,Vehicle Land,Vehicle Land
person,MC1,Country_271835,Heather King,Heather King
person,MC1,Country_271835,Billy Robinson,Billy Robinson
person,MC1,Country_271835,Austin Miller,Austin Miller
organization,MC1,,369,369
organization,MC1,,6204,6204
location,MC1,,96c31987-d50d-4680-9397-2a9d0e3946e1,96c31987-d50d-4680-9397-2a9d0e3946e1
vessel,MC1,,sailboat Freeport,sailboat Freeport
location,MC1,,c0ea9f29-9987-490f-bc96-d2a5718c1636,c0ea9f29-9987-490f-bc96-d2a5718c1636
organization,MC1,,949,949
vessel,MC1,,Perch,Perch
organization,MC1,,576618,576618
political_organization,MC1,,82357,82357
person,MC1,Country_271835,Ariel Thornton,Ariel Thornton
vessel,MC1,,driftnets,driftnets
organization,MC1,,500633954,500633954
organization,MC1,,62343,62343
organization,MC1,,688224,688224
person,MC1,Country_271835,George Vance,George Vance
person,MC1,Country_271835,Jason Fleming,Jason Fleming
unknown,MC1,,âdimersalâ,âdimersalâ
location,MC1,,c600d751-cc48-4e8e-800e-63ec87a4239f,c600d751-cc48-4e8e-800e-63ec87a4239f
person,MC1,Country_271835,Cynthia Huff,Cynthia Huff
person,MC1,Country_271835,Angela Lee,Angela Lee
location,MC1,,78ec7fd4-82e0-4725-815d-50be0ccee955,78ec7fd4-82e0-4725-815d-50be0ccee955
vessel,MC1,,CraftâLaw,CraftâLaw
vessel,MC1,,Ocean Patrol,Ocean Patrol
vessel,MC1,,ARA Bouchard,ARA Bouchard
person,MC1,Puerto del Mar,Richard Douglas,Richard Douglas
person,MC1,Country_271835,Patricia Reyes,Patricia Reyes
person,MC1,Country_271835,Kristin Dawson,Kristin Dawson
unknown,MC1,,âAwachaâ,âAwachaâ
person,MC1,Country_271835,Brandon Hughes,Brandon Hughes
unknown,MC1,,âSaikoâ,âSaikoâ
person,MC1,Country_271835,Bethany Lopez,Bethany Lopez
vessel,MC1,,electric,electric
vessel,MC1,,wheeler,wheeler
organization,MC1,,570683,570683
organization,MC1,,4532329,4532329
organization,MC1,,98631,98631
organization,MC1,,2658,2658
organization,MC1,,5698,5698
organization,MC1,,3342,3342
organization,MC1,,354,354
organization,MC1,,945,945
event,MC1,,Months,Months
company,MC1,Country_271835,Tamil Nadu Ltd. Liability Co Express,Tamil Nadu Ltd. Liability Co Express
unknown,MC1,,âElquiâ,âElquiâ
location,MC1,,738338ba-deef-4364-bedf-707a8cbf9a55,738338ba-deef-4364-bedf-707a8cbf9a55
person,MC1,Country_358951,Monica Ramirez,Monica Ramirez
organization,MC1,,280094,280094
organization,MC1,,40676,40676
person,MC1,Country_146155,Tracie Price,Tracie Price
company,MC1,Country_146155,David Limited Liability Company,David Limited Liability Company
organization,MC1,,1998,1998
organization,MC1,,669,669
person,MC1,Country_271835,Elizabeth Anderson,Elizabeth Anderson
organization,MC1,,903574229,903574229
person,MC1,Country_271835,Kenneth Cain,Kenneth Cain
person,MC1,Country_271835,Carla Perkins,Carla Perkins
person,MC1,Country_271835,Lindsey Conway,Lindsey Conway
organization,MC1,,95064,95064
person,MC1,Country_271835,Ryan Perez,Ryan Perez
location,MC1,,dd3f2822-2964-4d18-92c2-7a6db4b4a9e5,dd3f2822-2964-4d18-92c2-7a6db4b4a9e5
organization,MC1,,6567453,6567453
organization,MC1,,47261702,47261702
organization,MC1,,730397695,730397695
organization,MC1,,4086,4086
vessel,MC1,,Wartsila,Wartsila
location,MC1,,373a8a11-c7a0-4e9b-8397-9d824974259a,373a8a11-c7a0-4e9b-8397-9d824974259a
location,MC1,,a0ea93dc-6767-4682-b424-21b5a24ea24b,a0ea93dc-6767-4682-b424-21b5a24ea24b
vessel,MC1,,bulker,bulker
company,MC1,Country_271835,Kariba Dam  Corporation Nautical,Kariba Dam  Corporation Nautical
company,MC1,Country_271835,Benton Ltd. Liability Co,Benton Ltd. Liability Co
movement,MC1,,ninety,ninety
event,MC1,,90,90
organization,MC1,,822596165,822596165
organization,MC1,,5421,5421
company,MC1,Country_271835,Pez Dorado BV Logistics,Pez Dorado BV Logistics
location,MC1,,019d89a8-36be-4402-bf3c-d13cb982cf3f,019d89a8-36be-4402-bf3c-d13cb982cf3f
location,MC1,,6f59e8d7-8f5d-4a7d-a3a4-50ddcb7ad9ad,6f59e8d7-8f5d-4a7d-a3a4-50ddcb7ad9ad
person,MC1,Country_271835,Traci Shields,Traci Shields
person,MC1,Country_271835,Daniel Henderson,Daniel Henderson
person,MC1,Country_271835,Joseph Smith,Joseph Smith
person,MC1,Country_271835,Dr. Gregory Rice,Dr. Gregory Rice
person,MC1,Country_271835,Breanna Welch DDS,Breanna Welch DDS
person,MC1,Country_271835,Jared Martinez,Jared Martinez
person,MC1,Country_271835,Darin Torres,Darin Torres
person,MC1,Country_271835,Tracy Rogers,Tracy Rogers
person,MC1,Country_271835,Kevin Morris,Kevin Morris
company,MC1,Country_342065,The Salty Pearl River S.p.A. Export,The Salty Pearl River S.p.A. Export
location,MC1,,3051e013-9e40-44cc-98e5-740e3238daaa,3051e013-9e40-44cc-98e5-740e3238daaa
organization,MC1,,9237588,9237588
location,MC1,,cdc89aad-5d8c-48bf-b155-81d2a932782b,cdc89aad-5d8c-48bf-b155-81d2a932782b
person,MC1,Country_271835,William Murray,William Murray
location,MC1,,af9758b0-e4f9-4e08-8dd9-09abc903e4b5,af9758b0-e4f9-4e08-8dd9-09abc903e4b5
organization,MC1,,4183208,4183208
company,MC1,Country_271835,Punjab Market Marine sanctuary ship,Punjab Market Marine sanctuary ship
person,MC1,Country_271835,Robert Edwards,Robert Edwards
organization,MC1,,322202416,322202416
location,MC1,,5025f249-0b3c-4741-a7aa-090d93395acf,5025f249-0b3c-4741-a7aa-090d93395acf
organization,MC1,,969368807,969368807
organization,MC1,,80276549,80276549
organization,MC1,,89,89
organization,MC1,,35282,35282
organization,MC1,,813,813
organization,MC1,,62,62
organization,MC1,,44326992,44326992
location,MC1,,1416a29d-3719-45d6-95a8-782c4e281908,1416a29d-3719-45d6-95a8-782c4e281908
event,MC1,,Hunt,Hunt
location,MC1,,0efa50f3-533d-4775-94fa-54cd1c480587,0efa50f3-533d-4775-94fa-54cd1c480587
location,MC1,,fd6c1e03-d6f4-421e-a493-cdc56ae000b5,fd6c1e03-d6f4-421e-a493-cdc56ae000b5
organization,MC1,,869422192,869422192
organization,MC1,,542341,542341
organization,MC1,,93252,93252
organization,MC1,,4627,4627
organization,MC1,,1719,1719
person,MC1,Country_271835,Jennifer Parsons,Jennifer Parsons
organization,MC1,,8876768,8876768
organization,MC1,,444,444
person,MC1,Country_271835,Denise Vance,Denise Vance
person,MC1,Oceanterra,Zachary Perez,Zachary Perez
person,MC1,Country_271835,Craig Santiago,Craig Santiago
organization,MC1,,6460,6460
organization,MC1,,64778548,64778548
organization,MC1,,493641959,493641959
organization,MC1,,8980454,8980454
person,MC1,Country_271835,Jessica Costa,Jessica Costa
person,MC1,Marebak,Erica Hamilton,Erica Hamilton
person,MC1,Country_144251,Sandra Martinez,Sandra Martinez
person,MC1,Country_271835,Austin Welch,Austin Welch
organization,MC1,,6659,6659
organization,MC1,,464454263,464454263
unknown,MC1,,Shipping Corp,Shipping Corp
organization,MC1,,534,534
organization,MC1,,4942,4942
organization,MC1,,884332,884332
organization,MC1,,982519647,982519647
organization,MC1,,1354,1354
organization,MC1,,923825740,923825740
organization,MC1,,5865,5865
company,MC1,Country_271835,Malawi Rift  Holdings Navigation,Malawi Rift  Holdings Navigation
company,MC1,Country_271835,Baha de Coral OJSC Marine,Baha de Coral OJSC Marine
unknown,MC1,,Navigation Corp,Navigation Corp
unknown,MC1,,Triton Navigation Corp,Triton Navigation Corp
unknown,MC1,,Pontus Navigation Corp,Pontus Navigation Corp
person,MC1,Helixia,John Jensen,John Jensen
person,MC1,Country_271835,Michael Frederick,Michael Frederick
organization,MC1,,401289940,401289940
organization,MC1,,54726,54726
organization,MC1,,52193,52193
person,MC1,Country_144251,Laura Joseph,Laura Joseph
organization,MC1,,697844686,697844686
organization,MC1,,1555,1555
organization,MC1,,3669166,3669166
organization,MC1,,483398,483398
location,MC1,,111274e2-c155-4640-9a8e-f506f3fbca06,111274e2-c155-4640-9a8e-f506f3fbca06
political_organization,MC1,,7657424,7657424
organization,MC1,,2234557,2234557
organization,MC1,,7125,7125
person,MC1,Oceanus,Jorge Davidson,Jorge Davidson
person,MC1,Kethanor,Ruben Fowler,Ruben Fowler
person,MC1,Country_271835,John Riley,John Riley
political_organization,MC1,,256659459,256659459
organization,MC1,,2357762,2357762
person,MC1,Country_271835,Andrew Graves,Andrew Graves
person,MC1,Country_271835,Mathew Taylor,Mathew Taylor
location,MC1,,aac2c35c-d06d-45df-a1f8-a0c4001f3897,aac2c35c-d06d-45df-a1f8-a0c4001f3897
unknown,MC1,,âHSIâ,âHSIâ
unknown,MC1,,âNYPDâ,âNYPDâ
person,MC1,Country_271835,Daniel Obrien,Daniel Obrien
person,MC1,Country_271835,Jeffrey Hall,Jeffrey Hall
unknown,MC1,,âbe,âbe
location,MC1,,8bdf21e8-914b-4fe2-9280-0a69b9b0175d,8bdf21e8-914b-4fe2-9280-0a69b9b0175d
vessel,MC1,,18 wheelers,18 wheelers
person,MC1,Country_271835,Michael Vazquez,Michael Vazquez
person,MC1,Country_167470,Sara Fleming,Sara Fleming
organization,MC1,,1625166,1625166
location,MC1,,a325b223-5017-42a8-8eb1-ed7e1a3bbd5b,a325b223-5017-42a8-8eb1-ed7e1a3bbd5b
political_organization,MC1,,49101570,49101570
person,MC1,Country_271835,Robert Garcia,Robert Garcia
location,MC1,,6b19fec0-f5d4-4d31-b461-fef270debb3e,6b19fec0-f5d4-4d31-b461-fef270debb3e
person,MC1,Country_271835,Brett Lopez,Brett Lopez
organization,MC1,,42978392,42978392
location,MC1,,62d39460-2980-4835-91ea-47073f724d3b,62d39460-2980-4835-91ea-47073f724d3b
location,MC1,,74390fc5-8dc6-4511-a0a8-bc360409b805,74390fc5-8dc6-4511-a0a8-bc360409b805
person,MC1,Country_271835,Heather Porter,Heather Porter
person,MC1,Country_271835,Kevin Liu,Kevin Liu
person,MC1,Country_271835,Katrina Nguyen,Katrina Nguyen
location,MC1,,0fab17df-2c08-46b6-8ce9-b13b3a60ff3d,0fab17df-2c08-46b6-8ce9-b13b3a60ff3d
person,MC1,Country_271835,James Horton,James Horton
person,MC1,Country_271835,Brian Hansen,Brian Hansen
company,MC1,Country_271835,Rajasthan GmbH & Co. KG,Rajasthan GmbH & Co. KG
organization,MC1,,858,858
person,MC1,Oceanus,Rebecca Caldwell,Rebecca Caldwell
person,MC1,Country_271835,Alyssa Gonzalez,Alyssa Gonzalez
person,MC1,Country_271835,Michelle Jackson,Michelle Jackson
location,MC1,,27d0dfe7-186c-4016-8f47-40c71e30f48a,27d0dfe7-186c-4016-8f47-40c71e30f48a
organization,MC1,,871,871
person,MC1,Country_271835,James Scott,James Scott
person,MC1,Country_271835,Krista Harris,Krista Harris
event,MC1,,âeverything,âeverything
organization,MC1,,76030,76030
person,MC1,Country_271835,William Gray,William Gray
event,MC1,,containers,containers
organization,MC1,,9098,9098
person,MC1,Country_271835,Michael Reed,Michael Reed
political_organization,MC1,,17592,17592
location,MC1,,5d1f2e9c-f74a-41e9-974f-9b4e57edc9d7,5d1f2e9c-f74a-41e9-974f-9b4e57edc9d7
person,MC1,Country_271835,Katherine Chavez,Katherine Chavez
company,MC1,Country_323509,Nutica del Sol AG,Nutica del Sol AG
person,MC1,Country_271835,Stephen Marks,Stephen Marks
location,MC1,,8b8c532f-0ca0-44cc-898c-1d776f2f457a,8b8c532f-0ca0-44cc-898c-1d776f2f457a
person,MC1,Country_271835,James Stewart,James Stewart
organization,MC1,,1968776,1968776
political_organization,MC1,,288971672,288971672
person,MC1,Country_271835,Anthony Larson,Anthony Larson
organization,MC1,,845,845
organization,MC1,,382825160,382825160
person,MC1,Country_271835,Laura Hughes,Laura Hughes
person,MC1,Country_271835,Amanda Dean,Amanda Dean
person,MC1,Country_12955,Debra Hall,Debra Hall
person,MC1,Country_271835,Kelsey Tucker,Kelsey Tucker
political_organization,MC1,,460859346,460859346
organization,MC1,,2793,2793
person,MC1,Country_271835,Martin Bell,Martin Bell
person,MC1,Country_271835,Michelle Long,Michelle Long
unknown,MC1,,âlaughableâ,âlaughableâ
organization,MC1,,8325,8325
organization,MC1,,437212,437212
organization,MC1,,299,299
person,MC1,Country_271835,Jennifer Barber,Jennifer Barber
person,MC1,Country_271835,Ryan Hudson,Ryan Hudson
person,MC1,Country_697428,James Calhoun,James Calhoun
person,MC1,Country_789455,Harold Strickland,Harold Strickland
person,MC1,Country_789455,John Hall,John Hall
person,MC1,Country_925382,Christine Maxwell,Christine Maxwell
person,MC1,Country_789455,Ashley Lewis,Ashley Lewis
person,MC1,Country_789455,Sandra Bullock,Sandra Bullock
location,MC1,,82f2f404-439a-4b2e-b423-726a7f933abf,82f2f404-439a-4b2e-b423-726a7f933abf
organization,MC1,,298930,298930
person,MC1,Country_789455,Mark Garcia,Mark Garcia
location,MC1,,f59ca3ce-7fea-4a6b-893b-486565a8ab18,f59ca3ce-7fea-4a6b-893b-486565a8ab18
unknown,MC1,,âtoppyâ,âtoppyâ
unknown,MC1,,âstagâ,âstagâ
person,MC1,Country_990614,Samuel Dunn,Samuel Dunn
person,MC1,Country_271835,John Avila,John Avila
organization,MC1,,2362,2362
person,MC1,Oceanus,William Palmer,William Palmer
location,MC1,,7311cf88-bac1-4ac9-a0d2-c55c02497944,7311cf88-bac1-4ac9-a0d2-c55c02497944
organization,MC1,,9979944,9979944
organization,MC1,,4396031,4396031
company,MC1,Country_271835,Simien Mountains  Company Delivery,Simien Mountains  Company Delivery
organization,MC1,,519852438,519852438
unknown,MC1,,âlegitimateâ,âlegitimateâ
person,MC1,Country_271835,William Kim,William Kim
person,MC1,Country_271835,Jeffrey Strong,Jeffrey Strong
person,MC1,Country_271835,Susan Williams,Susan Williams
person,MC1,Country_271835,Margaret Miller,Margaret Miller
person,MC1,Country_271835,Angela Chang,Angela Chang
person,MC1,Country_271835,Daniel Chang,Daniel Chang
person,MC1,Country_271835,Victoria Gonzalez,Victoria Gonzalez
person,MC1,Country_271835,Jennifer Johnson,Jennifer Johnson
person,MC1,Country_271835,Jeffrey Mills,Jeffrey Mills
person,MC1,Country_271835,Jason Brown,Jason Brown
person,MC1,Country_271835,Jeff Sullivan,Jeff Sullivan
political_organization,MC1,,6828,6828
person,MC1,Country_271835,Mr. Eric Logan,Mr. Eric Logan
person,MC1,Country_271835,William Phillips,William Phillips
person,MC1,Country_271835,Heather Holmes,Heather Holmes
person,MC1,Country_271835,Elizabeth Jones,Elizabeth Jones
person,MC1,Country_271835,Christian Quinn,Christian Quinn
event,MC1,,âHis,âHis
organization,MC1,,432526990,432526990
person,MC1,Country_271835,Kathryn Gomez,Kathryn Gomez
person,MC1,Country_271835,Stephanie Wiley,Stephanie Wiley
person,MC1,Nalakond,Lisa Ward,Lisa Ward
person,MC1,Nalakond,William Fernandez,William Fernandez
person,MC1,Country_271835,Ryan Lewis,Ryan Lewis
person,MC1,Country_271835,Christina Chavez,Christina Chavez
person,MC1,Country_271835,Jessica Figueroa DDS,Jessica Figueroa DDS
person,MC1,Country_271835,Rebecca Taylor,Rebecca Taylor
organization,MC1,,463,463
organization,MC1,,762,762
event,MC1,,âbelieve,âbelieve
person,MC1,Country_271835,Dr. Daniel Massey,Dr. Daniel Massey
event,MC1,,âWhatâs,âWhatâs
